id,intent,colloquial_query,canonical_query,rewrite_suggestion,slots,ontology_terms,source_hint,quality
INSQ000190,POLICY_VALIDITY,有没有康宁重疾版跟以前版本在保费/费率上有什么差异？,康宁重疾版与其他版本在保费/费率上有什么差异？,康宁重疾版与其他版本在保费/费率上有什么差异？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": """", ""field"": ""保费/费率"", ""benefit_type"": ""意外保障""}","[""重疾保险"", ""意外保障"", ""保费/费率""]",康宁重疾,from_filename+limited_pdf
INSQ000191,POLICY_VALIDITY,能不能康宁重疾版跟以前版本在保费/费率上有什么差异？ 给业务能懂的说法,康宁重疾版与其他版本在保费/费率上有什么差异？,康宁重疾版与其他版本在保费/费率上有什么差异？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": """", ""field"": ""保费/费率"", ""benefit_type"": ""意外保障""}","[""重疾保险"", ""意外保障"", ""保费/费率""]",康宁重疾,from_filename+limited_pdf
INSQ000192,POLICY_VALIDITY,我想问问康宁重疾版跟以前版本在保费/费率上有什么差异？ 快速说下,康宁重疾版与其他版本在保费/费率上有什么差异？,康宁重疾版与其他版本在保费/费率上有什么差异？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": """", ""field"": ""保费/费率"", ""benefit_type"": ""意外保障""}","[""重疾保险"", ""意外保障"", ""保费/费率""]",康宁重疾,from_filename+limited_pdf
INSQ000193,COVERAGE_EXCLUSION,想了解下重疾保险的常见免则有啥？,重疾保险的常见免责有哪些？,重疾保险的常见免责有哪些？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": """", ""field"": ""理赔流程"", ""benefit_type"": ""保费豁免""}","[""重疾保险"", ""保费豁免"", ""理赔流程""]",康宁重疾,from_filename+limited_pdf
INSQ000194,COVERAGE_EXCLUSION,能不能重疾保险的常见免则有啥？？ 谢谢,重疾保险的常见免责有哪些？,重疾保险的常见免责有哪些？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": """", ""field"": ""理赔流程"", ""benefit_type"": ""保费豁免""}","[""重疾保险"", ""保费豁免"", ""理赔流程""]",康宁重疾,from_filename+limited_pdf
INSQ000195,COVERAGE_EXCLUSION,请问大病的常见免责有啥？,重疾保险的常见免责有哪些？,重疾保险的常见免责有哪些？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": """", ""field"": ""理赔流程"", ""benefit_type"": ""保费豁免""}","[""重疾保险"", ""保费豁免"", ""理赔流程""]",康宁重疾,from_filename+limited_pdf
INSQ000196,CLAIM_PROCESS,重疾产品的里赔须知怎么说？,重疾保险产品的理赔须知如何表述？,重疾保险产品的理赔须知如何表述？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": """", ""field"": ""等待期"", ""benefit_type"": ""CCRC资格权益""}","[""重疾保险"", ""CCRC资格权益"", ""等待期""]",康宁重疾,from_filename+limited_pdf
INSQ000197,CLAIM_PROCESS,重疾保险产品的里赔须知怎么说？ ,重疾保险产品的理赔须知如何表述？,重疾保险产品的理赔须知如何表述？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": """", ""field"": ""等待期"", ""benefit_type"": ""CCRC资格权益""}","[""重疾保险"", ""CCRC资格权益"", ""等待期""]",康宁重疾,from_filename+limited_pdf
INSQ000198,CLAIM_PROCESS,麻烦帮我查查重疾保险产品的里赔须知怎么说？,重疾保险产品的理赔须知如何表述？,重疾保险产品的理赔须知如何表述？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": """", ""field"": ""等待期"", ""benefit_type"": ""CCRC资格权益""}","[""重疾保险"", ""CCRC资格权益"", ""等待期""]",康宁重疾,from_filename+limited_pdf
INSQ000199,PREMIUM_RATE,我想问问重大疾病的费率表如何阅读？,重疾保险的费率表如何阅读？,重疾保险的费率表如何阅读？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": """", ""field"": ""交费年期"", ""benefit_type"": ""现金价值""}","[""重疾保险"", ""现金价值"", ""交费年期""]",康宁重疾,from_filename+limited_pdf
INSQ000200,PREMIUM_RATE,能不能重大疾病的费率表如何阅读？？ 尽量说人话,重疾保险的费率表如何阅读？,重疾保险的费率表如何阅读？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": """", ""field"": ""交费年期"", ""benefit_type"": ""现金价值""}","[""重疾保险"", ""现金价值"", ""交费年期""]",康宁重疾,from_filename+limited_pdf
INSQ000201,PREMIUM_RATE,麻烦帮我查查重疾险的费率表如何阅读？,重疾保险的费率表如何阅读？,重疾保险的费率表如何阅读？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": """", ""field"": ""交费年期"", ""benefit_type"": ""现金价值""}","[""重疾保险"", ""现金价值"", ""交费年期""]",康宁重疾,from_filename+limited_pdf
INSQ000202,ELIGIBILITY,我想问问康宁重疾的等待时间与冷静期分别多少？,康宁重疾的等待期与犹豫期分别是多少？,康宁重疾的等待期与犹豫期分别是多少？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": """", ""field"": ""理赔材料"", ""benefit_type"": ""重疾保障""}","[""重疾保险"", ""重疾保障"", ""理赔材料""]",康宁重疾,from_filename+limited_pdf
INSQ000203,ELIGIBILITY,康宁重疾的等待期与犹豫期分别多少？？ 快速说下,康宁重疾的等待期与犹豫期分别是多少？,康宁重疾的等待期与犹豫期分别是多少？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": """", ""field"": ""理赔材料"", ""benefit_type"": ""重疾保障""}","[""重疾保险"", ""重疾保障"", ""理赔材料""]",康宁重疾,from_filename+limited_pdf
INSQ000204,ELIGIBILITY,康宁重疾的等带期与冷静期分别多少？,康宁重疾的等待期与犹豫期分别是多少？,康宁重疾的等待期与犹豫期分别是多少？,"{""product_name"": ""康宁重疾"", ""product_line"": ""重疾保险"", ""version_year"": """", ""field"": ""理赔材料"", ""benefit_type"": ""重疾保障""}","[""重疾保险"", ""重疾保障"", ""理赔材料""]",康宁重疾,from_filename+limited_pdf
INSQ000205,ELIGIBILITY,请问安享意外2022版的投保年龄多少？,安享意外2022版的投保年龄是多少？,安享意外2022版的投保年龄是多少？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""健康告知"", ""benefit_type"": ""现金价值""}","[""意外保险"", ""现金价值"", ""健康告知""]",安享意外,from_filename+limited_pdf
INSQ000206,ELIGIBILITY,麻烦帮我查查安享意外2022版的投保年龄多少？？ 给业务能懂的说法,安享意外2022版的投保年龄是多少？,安享意外2022版的投保年龄是多少？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""健康告知"", ""benefit_type"": ""现金价值""}","[""意外保险"", ""现金价值"", ""健康告知""]",安享意外,from_filename+limited_pdf
INSQ000207,ELIGIBILITY,请问安享意外2022版的投保年龄多少？？,安享意外2022版的投保年龄是多少？,安享意外2022版的投保年龄是多少？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""健康告知"", ""benefit_type"": ""现金价值""}","[""意外保险"", ""现金价值"", ""健康告知""]",安享意外,from_filename+limited_pdf
INSQ000208,ELIGIBILITY,想了解下安享意外的投宝年龄上下限与职业要求？ ,安享意外的投保年龄上下限与职业要求？,安享意外的投保年龄上下限与职业要求？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""等待期"", ""benefit_type"": ""重疾保障""}","[""意外保险"", ""重疾保障"", ""等待期""]",安享意外,from_filename+limited_pdf
INSQ000209,ELIGIBILITY,我想问问安享意外的投保年龄上下限与职业要求？？,安享意外的投保年龄上下限与职业要求？,安享意外的投保年龄上下限与职业要求？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""等待期"", ""benefit_type"": ""重疾保障""}","[""意外保险"", ""重疾保障"", ""等待期""]",安享意外,from_filename+limited_pdf
INSQ000210,ELIGIBILITY,麻烦帮我查查安享意外的投保年龄上下限与职业要求？,安享意外的投保年龄上下限与职业要求？,安享意外的投保年龄上下限与职业要求？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""等待期"", ""benefit_type"": ""重疾保障""}","[""意外保险"", ""重疾保障"", ""等待期""]",安享意外,from_filename+limited_pdf
INSQ000211,ELIGIBILITY,能不能年金保险产品中，投保年龄一般如何约定？,养老/年金产品中，投保年龄一般如何约定？,养老/年金产品中，投保年龄一般如何约定？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""投保年龄"", ""benefit_type"": ""意外保障""}","[""意外保险"", ""意外保障"", ""投保年龄""]",安享意外,from_filename+limited_pdf
INSQ000212,ELIGIBILITY,看看yanglao/年津产品中，投保年龄一般如何约定？,养老/年金产品中，投保年龄一般如何约定？,养老/年金产品中，投保年龄一般如何约定？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""投保年龄"", ""benefit_type"": ""意外保障""}","[""意外保险"", ""意外保障"", ""投保年龄""]",安享意外,from_filename+limited_pdf
INSQ000213,ELIGIBILITY,想了解下养老/年金产品中，可投年龄一般如何约定？？,养老/年金产品中，投保年龄一般如何约定？,养老/年金产品中，投保年龄一般如何约定？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""投保年龄"", ""benefit_type"": ""意外保障""}","[""意外保险"", ""意外保障"", ""投保年龄""]",安享意外,from_filename+limited_pdf
INSQ000217,COVERAGE_EXCLUSION,我想问问安享意外的免则条款有啥？,安享意外的免责条款有哪些？,安享意外的免责条款有哪些？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""保障期间"", ""benefit_type"": ""CCRC资格权益""}","[""意外保险"", ""CCRC资格权益"", ""保障期间""]",安享意外,from_filename+limited_pdf
INSQ000218,COVERAGE_EXCLUSION,想了解下安享意外的免则条款有啥？,安享意外的免责条款有哪些？,安享意外的免责条款有哪些？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""保障期间"", ""benefit_type"": ""CCRC资格权益""}","[""意外保险"", ""CCRC资格权益"", ""保障期间""]",安享意外,from_filename+limited_pdf
INSQ000219,COVERAGE_EXCLUSION,想了解下安享意外的免则条款有啥？,安享意外的免责条款有哪些？,安享意外的免责条款有哪些？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""保障期间"", ""benefit_type"": ""CCRC资格权益""}","[""意外保险"", ""CCRC资格权益"", ""保障期间""]",安享意外,from_filename+limited_pdf
INSQ000220,CLAIM_PROCESS,看看安享意外的怎么赔与里赔材料要求？ 谢谢,安享意外的理赔流程与理赔材料要求？,安享意外的理赔流程与理赔材料要求？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""保费/费率"", ""benefit_type"": ""现金价值""}","[""意外保险"", ""现金价值"", ""保费/费率""]",安享意外,from_filename+limited_pdf
INSQ000221,CLAIM_PROCESS,请问安享意外的怎么赔与需要什么材料要求？？ 谢谢,安享意外的理赔流程与理赔材料要求？,安享意外的理赔流程与理赔材料要求？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""保费/费率"", ""benefit_type"": ""现金价值""}","[""意外保险"", ""现金价值"", ""保费/费率""]",安享意外,from_filename+limited_pdf
INSQ000222,CLAIM_PROCESS,安享意外的里赔流程与里赔材料要求？？,安享意外的理赔流程与理赔材料要求？,安享意外的理赔流程与理赔材料要求？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""保费/费率"", ""benefit_type"": ""现金价值""}","[""意外保险"", ""现金价值"", ""保费/费率""]",安享意外,from_filename+limited_pdf
INSQ000223,BENEFIT_RETURN,想了解下包含保费豁免的意外伤害产品有啥？,包含保费豁免的意外保险产品有哪些？,包含保费豁免的意外保险产品有哪些？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""等待期"", ""benefit_type"": ""保费豁免""}","[""意外保险"", ""保费豁免"", ""等待期""]",安享意外,from_filename+limited_pdf
INSQ000224,BENEFIT_RETURN,麻烦帮我查查包含保费豁免的意外保险产品有啥？ 给业务能懂的说法,包含保费豁免的意外保险产品有哪些？,包含保费豁免的意外保险产品有哪些？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""等待期"", ""benefit_type"": ""保费豁免""}","[""意外保险"", ""保费豁免"", ""等待期""]",安享意外,from_filename+limited_pdf
INSQ000225,BENEFIT_RETURN,包含豁免的意外保险产品有啥？？,包含保费豁免的意外保险产品有哪些？,包含保费豁免的意外保险产品有哪些？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""等待期"", ""benefit_type"": ""保费豁免""}","[""意外保险"", ""保费豁免"", ""等待期""]",安享意外,from_filename+limited_pdf
INSQ000226,BENEFIT_RETURN,有没有安享意外是否包含护理权益？ 给业务能懂的说法,安享意外是否包含护理权益？,安享意外是否包含护理权益？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""保费/费率"", ""benefit_type"": ""护理权益""}","[""意外保险"", ""护理权益"", ""保费/费率""]",安享意外,from_filename+limited_pdf
INSQ000227,BENEFIT_RETURN,我想问问安享意外是否包含护理权益？,安享意外是否包含护理权益？,安享意外是否包含护理权益？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""保费/费率"", ""benefit_type"": ""护理权益""}","[""意外保险"", ""护理权益"", ""保费/费率""]",安享意外,from_filename+limited_pdf
INSQ000228,BENEFIT_RETURN,看看安享意外是否包含护理权益？,安享意外是否包含护理权益？,安享意外是否包含护理权益？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""保费/费率"", ""benefit_type"": ""护理权益""}","[""意外保险"", ""护理权益"", ""保费/费率""]",安享意外,from_filename+limited_pdf
INSQ000229,POLICY_VALIDITY,安享意外2022版跟以前版本在犹豫期上有什么差异？,安享意外2022版与其他版本在犹豫期上有什么差异？,安享意外2022版与其他版本在犹豫期上有什么差异？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""犹豫期"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""意外保险"", ""生存金短期返还(≤5年)"", ""犹豫期""]",安享意外,from_filename+limited_pdf
INSQ000230,POLICY_VALIDITY,能不能安享意外2022版跟以前版本在犹豫期上有什么差异？？ ,安享意外2022版与其他版本在犹豫期上有什么差异？,安享意外2022版与其他版本在犹豫期上有什么差异？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""犹豫期"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""意外保险"", ""生存金短期返还(≤5年)"", ""犹豫期""]",安享意外,from_filename+limited_pdf
INSQ000231,POLICY_VALIDITY,能不能安享意外2022版跟以前版本在冷静期上有什么差异？,安享意外2022版与其他版本在犹豫期上有什么差异？,安享意外2022版与其他版本在犹豫期上有什么差异？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""犹豫期"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""意外保险"", ""生存金短期返还(≤5年)"", ""犹豫期""]",安享意外,from_filename+limited_pdf
INSQ000238,PREMIUM_RATE,有没有意外保险的费率表如何阅读？,意外保险的费率表如何阅读？,意外保险的费率表如何阅读？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""犹豫期"", ""benefit_type"": ""保费豁免""}","[""意外保险"", ""保费豁免"", ""犹豫期""]",安享意外,from_filename+limited_pdf
INSQ000239,PREMIUM_RATE,请问意外保险的费率表如何阅读？,意外保险的费率表如何阅读？,意外保险的费率表如何阅读？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""犹豫期"", ""benefit_type"": ""保费豁免""}","[""意外保险"", ""保费豁免"", ""犹豫期""]",安享意外,from_filename+limited_pdf
INSQ000240,PREMIUM_RATE,想了解下意外险的费率表如何阅读？,意外保险的费率表如何阅读？,意外保险的费率表如何阅读？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""犹豫期"", ""benefit_type"": ""保费豁免""}","[""意外保险"", ""保费豁免"", ""犹豫期""]",安享意外,from_filename+limited_pdf
INSQ000241,ELIGIBILITY,我想问问安享意外的等待期与犹豫期分别多少？,安享意外的等待期与犹豫期分别是多少？,安享意外的等待期与犹豫期分别是多少？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""保费/费率"", ""benefit_type"": ""重疾保障""}","[""意外保险"", ""重疾保障"", ""保费/费率""]",安享意外,from_filename+limited_pdf
INSQ000242,ELIGIBILITY,想了解下安享意外的观察期与犹豫期分别多少？,安享意外的等待期与犹豫期分别是多少？,安享意外的等待期与犹豫期分别是多少？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""保费/费率"", ""benefit_type"": ""重疾保障""}","[""意外保险"", ""重疾保障"", ""保费/费率""]",安享意外,from_filename+limited_pdf
INSQ000243,ELIGIBILITY,我想问问安享意外的等带期与犹豫期分别多少？,安享意外的等待期与犹豫期分别是多少？,安享意外的等待期与犹豫期分别是多少？,"{""product_name"": ""安享意外"", ""product_line"": ""意外保险"", ""version_year"": ""2022"", ""field"": ""保费/费率"", ""benefit_type"": ""重疾保障""}","[""意外保险"", ""重疾保障"", ""保费/费率""]",安享意外,from_filename+limited_pdf
INSQ000244,ELIGIBILITY,能不能颐养增额终身寿险2024版的投保年龄多少？,颐养增额终身寿险2024版的投保年龄是多少？,颐养增额终身寿险2024版的投保年龄是多少？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": ""2024"", ""field"": ""理赔材料"", ""benefit_type"": ""重疾保障""}","[""增额终身寿险"", ""重疾保障"", ""理赔材料""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ000245,ELIGIBILITY,麻烦帮我查查颐养增额终身2024版的投保年龄多少？,颐养增额终身寿险2024版的投保年龄是多少？,颐养增额终身寿险2024版的投保年龄是多少？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": ""2024"", ""field"": ""理赔材料"", ""benefit_type"": ""重疾保障""}","[""增额终身寿险"", ""重疾保障"", ""理赔材料""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ000246,ELIGIBILITY,颐养增额终身寿2024版的年龄范围多少？,颐养增额终身寿险2024版的投保年龄是多少？,颐养增额终身寿险2024版的投保年龄是多少？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": ""2024"", ""field"": ""理赔材料"", ""benefit_type"": ""重疾保障""}","[""增额终身寿险"", ""重疾保障"", ""理赔材料""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ000250,PREMIUM_RATE,想了解下颐养增额终身寿险的保费/费率如何测算？,颐养增额终身寿险的保费/费率如何测算？,颐养增额终身寿险的保费/费率如何测算？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": """", ""field"": ""健康告知"", ""benefit_type"": ""现金价值""}","[""增额终身寿险"", ""现金价值"", ""健康告知""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ000251,PREMIUM_RATE,麻烦帮我查查颐养增寿的价格如何测算？,颐养增额终身寿险的保费/费率如何测算？,颐养增额终身寿险的保费/费率如何测算？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": """", ""field"": ""健康告知"", ""benefit_type"": ""现金价值""}","[""增额终身寿险"", ""现金价值"", ""健康告知""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ000252,PREMIUM_RATE,想了解下颐养增额终身寿险的保费/费率如何测算？？ 给业务能懂的说法,颐养增额终身寿险的保费/费率如何测算？,颐养增额终身寿险的保费/费率如何测算？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": """", ""field"": ""健康告知"", ""benefit_type"": ""现金价值""}","[""增额终身寿险"", ""现金价值"", ""健康告知""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ000253,COVERAGE_EXCLUSION,想了解下颐养增额终寿的免则条款有啥？,颐养增额终身寿险的免责条款有哪些？,颐养增额终身寿险的免责条款有哪些？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": """", ""field"": ""犹豫期"", ""benefit_type"": ""红利/分红""}","[""增额终身寿险"", ""红利/分红"", ""犹豫期""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ000254,COVERAGE_EXCLUSION,请问颐养增额终身寿的免则条款有啥？？ 给业务能懂的说法,颐养增额终身寿险的免责条款有哪些？,颐养增额终身寿险的免责条款有哪些？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": """", ""field"": ""犹豫期"", ""benefit_type"": ""红利/分红""}","[""增额终身寿险"", ""红利/分红"", ""犹豫期""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ000255,COVERAGE_EXCLUSION,颐养增额的免则条款有啥？,颐养增额终身寿险的免责条款有哪些？,颐养增额终身寿险的免责条款有哪些？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": """", ""field"": ""犹豫期"", ""benefit_type"": ""红利/分红""}","[""增额终身寿险"", ""红利/分红"", ""犹豫期""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ000256,CLAIM_PROCESS,颐养增额寿的里赔流程与需要什么材料要求？,颐养增额终身寿险的理赔流程与理赔材料要求？,颐养增额终身寿险的理赔流程与理赔材料要求？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": """", ""field"": ""犹豫期"", ""benefit_type"": ""护理权益""}","[""增额终身寿险"", ""护理权益"", ""犹豫期""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ000257,CLAIM_PROCESS,能不能颐养现金价值高的怎么赔与里赔材料要求？,颐养增额终身寿险的理赔流程与理赔材料要求？,颐养增额终身寿险的理赔流程与理赔材料要求？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": """", ""field"": ""犹豫期"", ""benefit_type"": ""护理权益""}","[""增额终身寿险"", ""护理权益"", ""犹豫期""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ000258,CLAIM_PROCESS,麻烦帮我查查颐养增额终身的如何里赔与里赔材料要求？？ 给业务能懂的说法,颐养增额终身寿险的理赔流程与理赔材料要求？,颐养增额终身寿险的理赔流程与理赔材料要求？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": """", ""field"": ""犹豫期"", ""benefit_type"": ""护理权益""}","[""增额终身寿险"", ""护理权益"", ""犹豫期""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ000259,BENEFIT_RETURN,请问包含生存金短期返还(≤5年)的增额终身产品有啥？,包含生存金短期返还(≤5年)的增额终身寿险产品有哪些？,包含生存金短期返还(≤5年)的增额终身寿险产品有哪些？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": """", ""field"": ""等待期"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""增额终身寿险"", ""生存金短期返还(≤5年)"", ""等待期""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ000260,BENEFIT_RETURN,麻烦帮我查查包含返得快的增额终身寿险产品有啥？？ 急用,包含生存金短期返还(≤5年)的增额终身寿险产品有哪些？,包含生存金短期返还(≤5年)的增额终身寿险产品有哪些？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": """", ""field"": ""等待期"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""增额终身寿险"", ""生存金短期返还(≤5年)"", ""等待期""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ000261,BENEFIT_RETURN,想了解下包含五年返的增额终寿产品有啥？？ 急用,包含生存金短期返还(≤5年)的增额终身寿险产品有哪些？,包含生存金短期返还(≤5年)的增额终身寿险产品有哪些？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": """", ""field"": ""等待期"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""增额终身寿险"", ""生存金短期返还(≤5年)"", ""等待期""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ000268,COVERAGE_EXCLUSION,请问增额终身的常见免泽有啥？？,增额终身寿险的常见免责有哪些？,增额终身寿险的常见免责有哪些？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": """", ""field"": ""理赔流程"", ""benefit_type"": ""CCRC资格权益""}","[""增额终身寿险"", ""CCRC资格权益"", ""理赔流程""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ000269,COVERAGE_EXCLUSION,有没有增寿的常见免责有啥？ 急用,增额终身寿险的常见免责有哪些？,增额终身寿险的常见免责有哪些？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": """", ""field"": ""理赔流程"", ""benefit_type"": ""CCRC资格权益""}","[""增额终身寿险"", ""CCRC资格权益"", ""理赔流程""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ000270,COVERAGE_EXCLUSION,增额终身寿险的常见免则有啥？ ,增额终身寿险的常见免责有哪些？,增额终身寿险的常见免责有哪些？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": """", ""field"": ""理赔流程"", ""benefit_type"": ""CCRC资格权益""}","[""增额终身寿险"", ""CCRC资格权益"", ""理赔流程""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ000271,CLAIM_PROCESS,看看增额寿险产品的理赔须知怎么说？？,增额终身寿险产品的理赔须知如何表述？,增额终身寿险产品的理赔须知如何表述？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": """", ""field"": ""保费/费率"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""增额终身寿险"", ""生存金短期返还(≤5年)"", ""保费/费率""]",颐养增额终身寿险,from_filename+limited_pdf
INSQ000272,CLAIM_PROCESS,增寿产品的里赔须知怎么说？,增额终身寿险产品的理赔须知如何表述？,增额终身寿险产品的理赔须知如何表述？,"{""product_name"": ""颐养增额终身寿险"", ""product_line"": ""增额终身寿险"", ""version_year"": """", ""field"": ""保费/费率"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""增额终身寿险"", ""生存金短期返还(≤5年)"", ""保费/费率""]",颐养增额终身寿险,from_filename+limited_pdf
